Name,Subset_ID,Shapely_Value
Sourceforge_4994.exe,0.0,431.4179713743919
Sourceforge_5053.exe,0.0,431.4179713743919
949.exe,0.0,431.4179713743919
7419497901a4256567c70c02659574eaf6ead9ac8615d5e1052e2ad75bc3fc0e,0.0,431.4179713743919
be8200fbbc574438a5365910dd85f9f2f30da09e5e9953dbca591f22b4b3e08b,0.0,431.4179713743919
CNET_241731.exe,0.0,431.4179713743919
750.exe,0.0,431.4179713743919
Sourceforge_2435.exe,0.0,431.4179713743919
C8y1gmcfQhlVwLY3nUXz,0.0,431.4179713743919
a8e986433e8be67bef85457d64d827a64b76525775817076d3c76ab87e7ddfc5,0.0,431.4179713743919
1052.exe,0.0,431.4179713743919
CNET_207146.exe,0.0,431.4179713743919
605277968dd1b2f324f1563f0c67a7225715c3d2859c6a435e0c5ef519093621,0.0,431.4179713743919
89f256e2af3164fc998693cede04f4c0a0c4832de6b56194519256c82604e6fd,0.0,431.4179713743919
dlDuzi87p9eAZtUE4w2G,0.0,431.4179713743919
a39dd2f4c27b2cb30d9469f98eb5e05e479a2850a638a9a2874ade066b798164,0.0,431.4179713743919
softonic90.exe,0.0,431.4179713743919
Sourceforge_4131.exe,0.0,431.4179713743919
CNET_40802.exe,0.0,431.4179713743919
IPpdskJlaGev2MYSXnC0,0.0,431.4179713743919
3b25a614c377a4b4bddb5ebfbe1461748aa879af31c76d9fc7134146ef47dd40,0.0,431.4179713743919
3bab265b48e6bb91db54d1eb457851df217e3ecc2c7c913c29d560db2b491c72,0.0,431.4179713743919
IWwBaxyoTQbklN6CDG3h,0.0,431.4179713743919
Sourceforge_5110.exe,0.0,431.4179713743919
Sourceforge_1680.exe,0.0,431.4179713743919
G8Jqn4KXzOMZjyEIW1Uc,0.0,431.4179713743919
Sourceforge_4431.exe,0.0,431.4179713743919
3Oy7QgdVxkjuEsfXT8B5,0.0,431.4179713743919
FYsIBi6yv7zdqw1b5uHE,0.0,431.4179713743919
CNET_248338.exe,0.0,431.4179713743919
Sourceforge_1397.exe,0.0,431.4179713743919
ktjMBCYU054Nh7GfT6sr,0.0,431.4179713743919
7b80121b2d0582258ad91283e9dc5d1bdf6e8d82ba7b930d7fc9df46594e82a1,0.0,431.4179713743919
bf534f389b5a86f9228535ed9c60a919d10da8e99efb38548c3ee3ed278ba66b,0.0,431.4179713743919
Sourceforge_6912.exe,0.0,431.4179713743919
CNET_231837.exe,0.0,431.4179713743919
7zr2DsIWVvgJmx3ik4L8,0.0,431.4179713743919
C9YJUvOwLcdK3TWa0mb8,0.0,431.4179713743919
434.exe,0.0,431.4179713743919
DHGMN38qz61rTmpSXsbn,0.0,431.4179713743919
7e6d55f65605e11b9045bf0e543239fe5b07a22762d2955c079bc11aebe57bbf,0.0,431.4179713743919
Czdn32NEL4YfxARaJuM9,0.0,431.4179713743919
0u3fjhzJ2ZMyAgKYkVF9,0.0,431.4179713743919
CNET_204461.exe,0.0,431.4179713743919
JlD2LoRumXEViyUT71PF,0.0,431.4179713743919
8278f4d890d2ab4d838eb0b3409483a80e329dedab742712a58bdddf1da36a87,0.0,431.4179713743919
82b80608c7263720e0d767535a0cc081a631da7f5d06e4fa4480716a1e1a57ae,0.0,431.4179713743919
fDLvOn85VGbX6BNsTtaY,0.0,431.4179713743919
befc0731545505ff96772cc1cad9b866e5705bbcbca13a80f7650ea3a24d7376,0.0,431.4179713743919
5dmG6aSUptLVBfiJ40ZA,0.0,431.4179713743919
DSWecTduKPtZNQoVR8qh,0.0,431.4179713743919
fb7aaec5041bbe82059d9ade519db9168ca7ec55f1d6bd12e526300a5a8fa06d,0.0,431.4179713743919
1817.exe,0.0,431.4179713743919
Sourceforge_3385.exe,0.0,431.4179713743919
f7e39c3e26d04946452df9bf994f6ddcb0e876ad3c70658727f20f438631eb29,0.0,431.4179713743919
Sourceforge_1440.exe,0.0,431.4179713743919
cqisapAyIRh9N3MJnkFZ,0.0,431.4179713743919
cSMXzpQ2q4nCy5UfPBg9,0.0,431.4179713743919
7DkWbXR8Ejo0QgBU6nTC,0.0,431.4179713743919
Sourceforge_4020.exe,0.0,431.4179713743919
1665.exe,0.0,431.4179713743919
9ugQ8rA0fRaSOdVHbsYM,0.0,431.4179713743919
d16a604d8d05d302c46b0e1283bbdab7672eef08aacfcb4290b18c7d1a63c87b,0.0,431.4179713743919
Sourceforge_2547.exe,0.0,431.4179713743919
8b8716f706607fc8f3012e6ec850a4c5dbe985be0f572d7279cf89466c756c59,0.0,431.4179713743919
2cSHYRJ7p4jA3O8uM1qI,0.0,431.4179713743919
Sourceforge_2335.exe,0.0,431.4179713743919
3CMI1unj6fD7glo9rxHe,0.0,431.4179713743919
ffad26b7d92ff0273a87d9b565e61b1e7f23b31cb92691f41545e54f85d5f8d4,0.0,431.4179713743919
Sourceforge_1488.exe,0.0,431.4179713743919
8fb4eca1a98139b87283d90505a91260111116bcbef0be15c2338e92ea442ff2,0.0,431.4179713743919
DrWTYOI3wkt2aCUB61Eb,0.0,431.4179713743919
f9bb10cdf2ca623ec4e7a9ecdb34cef7d9933e2bc96cc11506536e3ec623274a,0.0,431.4179713743919
Sourceforge_2644.exe,0.0,431.4179713743919
Sourceforge_4901.exe,0.0,431.4179713743919
CMKGnmX4D3dQIzgxUAqT,0.0,431.4179713743919
f90a872d8eb48a8612de1d457edcd0074a2dfbae01d401dbd2e117eb7fe2b06d,0.0,431.4179713743919
CNET_108133.exe,0.0,431.4179713743919
CNET_245791.exe,0.0,431.4179713743919
2003.exe,0.0,431.4179713743919
e5566fc4dffbd064b8072c1671fcc3fbb3790acfcba1da604af1884e15f1330b,0.0,431.4179713743919
aa851c981bc9bc8a06bc84c649c4dae5c4b3057400a2a70d8b76f663921ad64c,0.0,431.4179713743919
5215ec882e86e8604927d2f9da1a9ac3d0f6cb8cb2cf4b53441df2a10602bcfa,0.0,431.4179713743919
03d3fb600b9cbffdcd06954447ffb9c7aad5b7f7fcdc425d3ae9dd0a289da484,0.0,431.4179713743919
3ZwCbND8K9zgapSBytiV,0.0,431.4179713743919
Sourceforge_3737.exe,0.0,431.4179713743919
Sourceforge_1974.exe,0.0,431.4179713743919
DfSa4jlAyFPkXQpTbUoY,0.0,431.4179713743919
Sourceforge_6607.exe,0.0,431.4179713743919
eb24a949a807904abf9fcdef4bbef3b4b31d7bbaad51981b5ac730dcfde5be52,0.0,431.4179713743919
790cf92af232923efe7d8a3007398f64407dec589102922128c5b5462d7249d1,0.0,431.4179713743919
CNET_110440.exe,0.0,431.4179713743919
610b159057f941320c7905faad96b0dbea2df1ac465575e94332e1b6eb317fc8,0.0,431.4179713743919
CNET_18054.exe,0.0,431.4179713743919
F0N7nEHIaOfxj2kJzGXd,0.0,431.4179713743919
5qEodvVi3umUTpZfskhP,0.0,431.4179713743919
HsQ5djezVw4mtEoLChWn,0.0,431.4179713743919
cf66de1f114f7c382804fbdddd4ae70aa07ecf1df324e95e78bb41139b50cf72,0.0,431.4179713743919
B207sNpJEnMqxdzIbg3e,0.0,431.4179713743919
Sourceforge_2136.exe,0.0,431.4179713743919
ICO4eZHTXFUnDo7NPVRr,0.0,431.4179713743919
66c1c267d3caa166ffedc27457011490df2723e72e312e94fc9742b7ba1ac48f,0.0,431.4179713743919
I2QaRs1y4TmZVLwWCPv7,0.0,431.4179713743919
Sourceforge_7670.exe,0.0,431.4179713743919
Sourceforge_6342.exe,0.0,431.4179713743919
9zboVyf3IptCFDOuZlie,0.0,431.4179713743919
2fa5dc6856e358c831dc4fa06ba5fc622f23aa830bfe54a0676acb99bb1c9ec4,0.0,431.4179713743919
Sourceforge_1646.exe,0.0,431.4179713743919
85eec8889da0b83e50b944ec5aa43ffaaebd8d6e5b144af41e658879d4d9c265,0.0,431.4179713743919
softonic64.exe,0.0,431.4179713743919
CNET_21109.exe,0.0,431.4179713743919
53cf23680b534388bee2bd739e5fba3ece2452a845febd8f68a470f71d93a9bb,0.0,431.4179713743919
Sourceforge_902.exe,0.0,431.4179713743919
Sourceforge_2256.exe,0.0,431.4179713743919
HaFcfJxs8Dtyvl2rPnMi,0.0,431.4179713743919
Sourceforge_5568.exe,0.0,431.4179713743919
CNET_102829.exe,0.0,431.4179713743919
4461c9c24a80cc818afcd69ee5d34c2fbf5d2701986d0457abd7af66ecf802c3,0.0,431.4179713743919
Sourceforge_257.exe,0.0,431.4179713743919
a5786ff9d5a63fdfeb95ed7ab94f7d403f614dd8e96f6e00f4829a271d98f2ad,0.0,431.4179713743919
Sourceforge_7423.exe,0.0,431.4179713743919
CNET_260649.EXE,0.0,431.4179713743919
Sourceforge_5750.exe,0.0,431.4179713743919
9SwiWE4o0LVHxnZbpORa,0.0,431.4179713743919
Sourceforge_7376.exe,0.0,431.4179713743919
Sourceforge_4140.exe,0.0,431.4179713743919
62d2b6e54857823654da71c89587d5c58f5f8400fc8ba3ecd007f5d32b7c8534,0.0,431.4179713743919
e14oxuL6Cb8HO7d3zSqn,0.0,431.4179713743919
FxhNbBl4iuU6He5mjgta,0.0,431.4179713743919
gr4aMsZW3fHNbiP7eI5d,0.0,431.4179713743919
ad2fc470bfc75b19149717c08ae6ff76f0d71d5795d8b0adddf905642c666b50,0.0,431.4179713743919
3E6cAGWj4YTUK8Zg59pH,0.0,431.4179713743919
28189232492f56f9dcf75cc7766dd70d5866944f3e755f4840c89f2f81d3ea23,0.0,431.4179713743919
Sourceforge_2139.exe,0.0,431.4179713743919
Sourceforge_6881.exe,0.0,431.4179713743919
ef12c1f39f55c6e53902f0fe92f5107dd2e2a495e8ed9bd85ea08479fad64487,0.0,431.4179713743919
e0aad52f9de4512023a6d55564583a80a0c187c213055d7ae3f5c47da8d5d7dd,0.0,431.4179713743919
jk94DfpsQo7XlHqSrhZi,0.0,431.4179713743919
b7c38bdc096998ef88f73d3d52e4892ca386d0e712a456ec73cb691aa35aa31e,0.0,431.4179713743919
3c0a6aaaa182346dbd432f1bcfca0b4bca8d80a3778976aa583b2df89e82d04e,0.0,431.4179713743919
ee62ab4e6e2f9e7f90615ca037529f61b8db3fbdcde91073ba4b5a64eb875f66,0.0,431.4179713743919
5baZkrT2gEWtsLBSOQPN,0.0,431.4179713743919
e6b205c542504d5e50d95943d6c67942d803d46e7e76fc6caac615f37230245c,0.0,431.4179713743919
580.exe,0.0,431.4179713743919
CNET_245405.exe,0.0,431.4179713743919
gI0oq52JWKxBlM8NFiuk,0.0,431.4179713743919
F0sNpT8XAKJg4BvwxZPS,0.0,431.4179713743919
9ae0acb0e21e6bb71b30dc53a97eb4fd2a99102d08e61b0d492fb553c5322170,0.0,431.4179713743919
CNET_105303.exe,0.0,431.4179713743919
J0DAPdNqMUiQaThtKyGZ,0.0,431.4179713743919
81ulAd7ac20I3FRTXeYr,0.0,431.4179713743919
4ilcBJdk3uARvNphIFy8,0.0,431.4179713743919
CNET_258544.exe,0.0,431.4179713743919
818b8693af7fb7c66079a4df0d795d929f228d12bc2712a2128956d63a773fa9,0.0,431.4179713743919
aeaf85d2d3c114c4fa2a64634c62e14d32585b079005d1dbf6928f68e1bda49d,0.0,431.4179713743919
08543c19b9b4bffe1f3af2c6c0504f310de6d07732a5e068d134515d2cb49fc6,0.0,431.4179713743919
7f0c098cc4e362309475d7fc37035ac02871ddca3c1b40033965a8c6a17f3597,0.0,431.4179713743919
Sourceforge_1300.exe,0.0,431.4179713743919
9c67b019f094a5d4a65b1a9f00d6ef8bc87d65d4f1f9a39c594962cda996df07,0.0,431.4179713743919
Sourceforge_4277.exe,0.0,431.4179713743919
Sourceforge_6460.exe,0.0,431.4179713743919
CNET_103609.exe,0.0,431.4179713743919
ea96ebcd56201fb1f59f7e6e20fc4e090a85ace4f6a94f62444fbf47c43a636c,0.0,431.4179713743919
CNET_239231.exe,0.0,431.4179713743919
f63f7c51a2fd262d919fe58c76367a6191818ac80477c748437ca7821b6b15b7,0.0,431.4179713743919
Sourceforge_4249.exe,0.0,431.4179713743919
CNET_104234.exe,0.0,431.4179713743919
Sourceforge_397.exe,0.0,431.4179713743919
2b8f77719ff7528fc7147d381d98f0171390b94b85f84f9b4483e9322f140726,0.0,431.4179713743919
e6f23b0b87909b3d904dfe7b5260c47aa3c58fa567a6d57c590585df20011092,0.0,431.4179713743919
50a9a6458ceae24a426b09cbec183d1e4e29c48df41f92ab06b7dab7554b395a,0.0,431.4179713743919
aloVCMO1bnqKtyuceNd9,0.0,431.4179713743919
2096.exe,0.0,431.4179713743919
C1E8oxt6VhKuSUIjap2P,0.0,431.4179713743919
2cf8jvWxmkMu6s10zbqN,0.0,431.4179713743919
HVFvDT8ahset6nl4IAp0,0.0,431.4179713743919
180477b92b3bf7d69b02af387ab42a2ecf08c6acddb52cb5a2de7c8f39ec7f58,0.0,431.4179713743919
CNET_105073.exe,0.0,431.4179713743919
06fa67466a0f6822126169ad17c539fa587521da52b83561977800f13a3ed83b,0.0,431.4179713743919
1616.exe,0.0,431.4179713743919
A0HW9QwOgnLmyKb18REj,0.0,431.4179713743919
768f7be3668fc769a1e019b32b4a488072e6eac0eb27159c097626ba51726b06,0.0,431.4179713743919
CNET_106461.exe,0.0,431.4179713743919
1338.exe,0.0,431.4179713743919
2kKae4J5IY6LWtTv3bc1,0.0,431.4179713743919
CNET_244335.exe,0.0,431.4179713743919
Sourceforge_4659.exe,0.0,431.4179713743919
3467451a3f17154fb7b58439d2465c8fc2a9837ed8cd9c00ec80ad027def0d18,0.0,431.4179713743919
c92f5e3f22cbe98ed0fef8c3bf161539a4290eaeb8ea6140e67d26c0550aa3ae,0.0,431.4179713743919
2AQpEOl4YqBjzMgcFe8a,0.0,431.4179713743919
c596b734d24b0056b22c75eaddb8fb7101ba8751274a049053f3cff609f5ec9f,0.0,431.4179713743919
Sourceforge_1231.exe,0.0,431.4179713743919
45d82ff82b57f8403e6d0167f2e8c91f682f43dead77b74870a01a56a78a0652,0.0,431.4179713743919
iGC35Aeux0zc6s8QOKfP,0.0,431.4179713743919
1c2fba06cc7e47dceb2a2670f6fcfbec90a24d053b9bb3715698202afdb03b97,0.0,431.4179713743919
DReqVt7Hxa5plh8v0QP9,0.0,431.4179713743919
Sourceforge_628.exe,0.0,431.4179713743919
7o5WIv30JPjRy1LHQbGq,0.0,431.4179713743919
Sourceforge_3208.exe,0.0,431.4179713743919
Sourceforge_3819.exe,0.0,431.4179713743919
1L8Wt9XTV3pInwaqiobG,0.0,431.4179713743919
f1ba64a3e1f363575a2c3d00412cf37c77ee1c2b2be7af8f158cf321f451888a,0.0,431.4179713743919
410f5bb45b0f15e6c122da95c1a3a9fa088d823812f0ace045e4b151f33f9060,0.0,431.4179713743919
Sourceforge_4734.exe,0.0,431.4179713743919
Sourceforge_5894.exe,0.0,431.4179713743919
Sourceforge_4018.exe,0.0,431.4179713743919
ed3f352afda27941dc5258d465c3a6f86bb42e6acfc873ed3bbc7dfb0bc00807,0.0,431.4179713743919
Sourceforge_946.exe,0.0,431.4179713743919
69f9016515fae6fcbd183373fc2264cde1b32149aeccfe75d2f248beb80c5d5d,0.0,431.4179713743919
Sourceforge_1666.exe,0.0,431.4179713743919
4JGbOVQnEt3ZP5acW7Yz,0.0,431.4179713743919
e3109eaf51b3bb8541344c14a3442e2c1771b5fe250cd25fe76d6f2ebe17d314,0.0,431.4179713743919
CNET_103014.exe,0.0,431.4179713743919
CNET_106447.exe,0.0,431.4179713743919
CNET_234922.exe,0.0,431.4179713743919
ea605ed13742ab354443694773af11528c8fe58060510877d338a92e0214e5b0,0.0,431.4179713743919
Sourceforge_3286.exe,0.0,431.4179713743919
aPVR4ky8LzBNHeXw1Ou6,0.0,431.4179713743919
0fvnGU7dkbr8iEhZuMcP,0.0,431.4179713743919
e213df7615354110f20c9be9dcadf5699680ae9cf6d3d751e37957dca7844d65,0.0,431.4179713743919
70.exe,0.0,431.4179713743919
CNET_105625.exe,0.0,431.4179713743919
005d62ccb914fe69ed4795a68a2ec0c679e4713c50a73d90524b7bac1240fefd,0.0,431.4179713743919
dHpIeYK9gkS3DWE8ziBU,0.0,431.4179713743919
0de486e758ab3a42b8cf8fac0544cd138cac337db3c2688bf2e714089db683ad,0.0,431.4179713743919
Sourceforge_290.exe,0.0,431.4179713743919
AiPERgsjNbI2KmHLJ9o7,0.0,431.4179713743919
28MbCkmwFWHNvBYTP3oe,0.0,431.4179713743919
Sourceforge_4087.exe,0.0,431.4179713743919
CNET_245383.exe,0.0,431.4179713743919
Sourceforge_2558.exe,0.0,431.4179713743919
ac5a1ccfc2cb2d63726bcf5e45642e917fe1ed28b105df954b12357292bdcc85,0.0,431.4179713743919
a5940a3fda718150a58829790c08d40e0fa0e16055a257c1cf41c2e0c52bff9b,0.0,431.4179713743919
Sourceforge_477.exe,0.0,431.4179713743919
Sourceforge_1122.exe,0.0,431.4179713743919
2d8f16dda50fb25936debfad6fd029d0ef024c622c83d87f95a6cb0e15d8d2db,0.0,431.4179713743919
5f924aabbc4f91b49f4b5c32468ef0ccacd1d850eb5c3157c1b4ae8783192c61,0.0,431.4179713743919
Sourceforge_2633.exe,0.0,431.4179713743919
CSqAJat1xPWdzs8Y3mwy,0.0,431.4179713743919
8e8ba593a01803fed819e32ab00a039bf3073e9f460cdb6f795f16b97b3606f1,0.0,431.4179713743919
4ng9zuri2Dtm5H8INwxF,0.0,431.4179713743919
c7cb5185e436ce27b6edbb283b57c9835156efa5289ea068b30818a4958df0ec,0.0,431.4179713743919
eFEsN65mlqoxkhUTKCXy,0.0,431.4179713743919
43a5783e7b548034dce3853aeaf7981f33e5cad028edcb9e8f64ffac605ed48d,0.0,431.4179713743919
03eec2b97fecae6f2ab2be7f69c1c296a8d5e1efb2f8b6ea8e6491468df4ea0a,0.0,431.4179713743919
0c721326ca95022900e1c18fda6cdb4db532ae9c804228985c6df980b3be7ea1,0.0,431.4179713743919
fe150de0643baf316ad789b237f7bf6ba328d36628712da3bd32923a677acb0f,0.0,431.4179713743919
Sourceforge_4749.exe,0.0,431.4179713743919
625.exe,0.0,431.4179713743919
44e00370d0df882d0710889a1eddad674669f2c2265a512d0682394de4689764,0.0,431.4179713743919
4QFqPWEZzs6tivACSUmO,0.0,431.4179713743919
CNET_100801.exe,0.0,431.4179713743919
630130d2fe405096470f8a83c9aa8f3e4344f126050414886fc6071574a464a9,0.0,431.4179713743919
