Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,1270.861564211714,6655.160514855177,6655.160514855177,6655.160514855177,6655.160514855177,6655.160514855177,6655.160514855177,6655.160514855177,6655.160514855177,6655.160514855177
1,6657.109101469387,1261.8442489407514,6657.109101469387,6657.109101469387,6657.109101469387,6657.109101469387,6657.109101469387,6657.109101469387,6657.109101469387,6657.109101469387
2,6662.536567140635,6662.536567140635,1260.0052153737408,6662.536567140635,6662.536567140635,6662.536567140635,6662.536567140635,6662.536567140635,6662.536567140635,6662.536567140635
3,6737.9946090381145,6737.9946090381145,6737.9946090381145,1287.5981163132208,6737.9946090381145,6737.9946090381145,6737.9946090381145,6737.9946090381145,6737.9946090381145,6737.9946090381145
4,6616.261063067364,6616.261063067364,6616.261063067364,6616.261063067364,1284.3803245001834,6616.261063067364,6616.261063067364,6616.261063067364,6616.261063067364,6616.261063067364
5,6685.449062543709,6685.449062543709,6685.449062543709,6685.449062543709,6685.449062543709,1282.1733475796107,6685.449062543709,6685.449062543709,6685.449062543709,6685.449062543709
6,6659.183444112446,6659.183444112446,6659.183444112446,6659.183444112446,6659.183444112446,6659.183444112446,1274.5526763274477,6659.183444112446,6659.183444112446,6659.183444112446
7,6634.299981119057,6634.299981119057,6634.299981119057,6634.299981119057,6634.299981119057,6634.299981119057,6634.299981119057,1270.9282586075083,6634.299981119057,6634.299981119057
8,6653.828771054757,6653.828771054757,6653.828771054757,6653.828771054757,6653.828771054757,6653.828771054757,6653.828771054757,6653.828771054757,1281.4627487422938,6653.828771054757
9,6625.004132783394,6625.004132783394,6625.004132783394,6625.004132783394,6625.004132783394,6625.004132783394,6625.004132783394,6625.004132783394,6625.004132783394,1279.0813207757428
