Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,1907.80842526313,6652.938337982035,6652.938337982035,6652.938337982035,6652.938337982035,6652.938337982035,6652.938337982035,6652.938337982035,6652.938337982035,6652.938337982035
1,6614.990388109571,1918.8864208349996,6614.990388109571,6614.990388109571,6614.990388109571,6614.990388109571,6614.990388109571,6614.990388109571,6614.990388109571,6614.990388109571
2,6647.055559151305,6647.055559151305,1924.998173614851,6647.055559151305,6647.055559151305,6647.055559151305,6647.055559151305,6647.055559151305,6647.055559151305,6647.055559151305
3,6684.765698365433,6684.765698365433,6684.765698365433,1933.1925941637453,6684.765698365433,6684.765698365433,6684.765698365433,6684.765698365433,6684.765698365433,6684.765698365433
4,6657.958175639338,6657.958175639338,6657.958175639338,6657.958175639338,1927.1274701588768,6657.958175639338,6657.958175639338,6657.958175639338,6657.958175639338,6657.958175639338
5,6660.294905838978,6660.294905838978,6660.294905838978,6660.294905838978,6660.294905838978,1921.4078827093385,6660.294905838978,6660.294905838978,6660.294905838978,6660.294905838978
6,6630.832284584527,6630.832284584527,6630.832284584527,6630.832284584527,6630.832284584527,6630.832284584527,1943.2527444503505,6630.832284584527,6630.832284584527,6630.832284584527
7,6695.091741470794,6695.091741470794,6695.091741470794,6695.091741470794,6695.091741470794,6695.091741470794,6695.091741470794,1938.4568966152049,6695.091741470794,6695.091741470794
8,6648.750535315403,6648.750535315403,6648.750535315403,6648.750535315403,6648.750535315403,6648.750535315403,6648.750535315403,6648.750535315403,1938.607272391767,6648.750535315403
9,6697.32890124268,6697.32890124268,6697.32890124268,6697.32890124268,6697.32890124268,6697.32890124268,6697.32890124268,6697.32890124268,6697.32890124268,1958.4318388715085
