Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,2668.71766337192,6661.1389832768855,6661.1389832768855,6661.1389832768855,6661.1389832768855,6659.024510272723,6659.024510272723,6659.024510272723,6659.024510272723,6659.024510272723
1,6676.2373901900855,2667.5316032510314,6676.2373901900855,6676.2373901900855,6676.2373901900855,6673.776978784017,6673.776978784017,6673.776978784017,6673.776978784017,6673.776978784017
2,6730.71053475845,6730.71053475845,2683.927519156032,6730.71053475845,6730.71053475845,6728.423221923118,6728.423221923118,6728.423221923118,6728.423221923118,6728.423221923118
3,6675.479439779621,6675.479439779621,6675.479439779621,2664.7233622784233,6675.479439779621,6672.9384371253545,6672.9384371253545,6672.9384371253545,6672.9384371253545,6672.9384371253545
4,6622.6484333459575,6622.6484333459575,6622.6484333459575,6622.6484333459575,2655.2133858671887,6620.904557001193,6620.904557001193,6620.904557001193,6620.904557001193,6620.904557001193
5,6661.233697946193,6661.233697946193,6661.233697946193,6661.233697946193,6661.233697946193,2646.666630474383,6658.3533133706815,6658.3533133706815,6658.3533133706815,6658.3533133706815
6,6630.191224546011,6630.191224546011,6630.191224546011,6630.191224546011,6630.191224546011,6627.507805592668,2643.6857274228346,6627.507805592668,6627.507805592668,6627.507805592668
7,6651.653228443962,6651.653228443962,6651.653228443962,6651.653228443962,6651.653228443962,6649.1511062911995,6649.1511062911995,2658.037937520215,6649.1511062911995,6649.1511062911995
8,6624.937051324363,6624.937051324363,6624.937051324363,6624.937051324363,,6622.45555806126,6622.45555806126,6622.45555806126,2657.3239269773762,6622.45555806126
9,6710.252040787222,6710.252040787222,6710.252040787222,6710.252040787222,6707.344640967189,6707.344640967189,6707.344640967189,6707.344640967189,6707.344640967189,2683.132724731677
