Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,1603.8836118992758,6669.556956600171,6669.556956600171,6669.556956600171,6669.556956600171,6669.556956600171,6669.556956600171,6669.556956600171,6669.556956600171,6669.556956600171
1,6621.188374170363,1563.155138299478,6621.188374170363,6621.188374170363,6621.188374170363,6621.188374170363,6621.188374170363,6621.188374170363,6621.188374170363,6621.188374170363
2,6631.021650240339,6631.021650240339,1617.4009693206958,6631.021650240339,6631.021650240339,6631.021650240339,6631.021650240339,6631.021650240339,6631.021650240339,6631.021650240339
3,6669.476709723807,6669.476709723807,6669.476709723807,1616.1601298980177,6669.476709723807,6669.476709723807,6669.476709723807,6669.476709723807,6669.476709723807,6669.476709723807
4,6663.598880299823,6663.598880299823,6663.598880299823,6663.598880299823,1596.8266407933102,6663.598880299823,6663.598880299823,6663.598880299823,6663.598880299823,6663.598880299823
5,6604.765609113241,6604.765609113241,6604.765609113241,6604.765609113241,6604.765609113241,1609.9042953044366,6604.765609113241,6604.765609113241,6604.765609113241,6604.765609113241
6,6689.3893013053,6689.3893013053,6689.3893013053,6689.3893013053,6689.3893013053,6689.3893013053,1631.888985699342,6689.3893013053,6689.3893013053,6689.3893013053
7,6646.569497587635,6646.569497587635,6646.569497587635,6646.569497587635,6646.569497587635,6646.569497587635,6646.569497587635,1611.5239491153634,6646.569497587635,6646.569497587635
8,6703.259146006414,6703.259146006414,6703.259146006414,6703.259146006414,6703.259146006414,6703.259146006414,6703.259146006414,6703.259146006414,1592.195442258562,6703.259146006414
9,6639.012830197661,6639.012830197661,6639.012830197661,6639.012830197661,6639.012830197661,6639.012830197661,6639.012830197661,6639.012830197661,6639.012830197661,1611.6954550274647
