Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,320.62454037353655,6684.56625514041,6684.56625514041,6684.56625514041,6684.56625514041,6684.56625514041,6684.56625514041,6684.56625514041,6684.56625514041,6684.56625514041
1,6641.610941348123,314.5413646565017,6641.610941348123,6641.610941348123,6641.610941348123,6641.610941348123,6641.610941348123,6641.610941348123,6641.610941348123,6641.610941348123
2,6653.878256367329,6653.878256367329,327.0022536038979,6653.878256367329,6653.878256367329,6653.878256367329,6653.878256367329,6653.878256367329,6653.878256367329,6653.878256367329
3,6634.717554560591,6634.717554560591,6634.717554560591,332.32796464241903,6634.717554560591,6634.717554560591,6634.717554560591,6634.717554560591,6634.717554560591,6634.717554560591
4,6654.704574109797,6654.704574109797,6654.704574109797,6654.704574109797,317.33805440939756,6654.704574109797,6654.704574109797,6654.704574109797,6654.704574109797,6654.704574109797
5,6607.510856672743,6607.510856672743,6607.510856672743,6607.510856672743,6607.510856672743,326.47377452727693,6607.510856672743,6607.510856672743,6607.510856672743,6607.510856672743
6,6676.411919551112,6676.411919551112,6676.411919551112,6676.411919551112,6676.411919551112,6676.411919551112,327.8407413481849,6676.411919551112,6676.411919551112,6676.411919551112
7,6656.028638942254,6656.028638942254,6656.028638942254,6656.028638942254,6656.028638942254,6656.028638942254,6656.028638942254,310.08180394684285,6656.028638942254,6656.028638942254
8,6645.297309104593,6645.297309104593,6645.297309104593,6645.297309104593,6645.297309104593,6645.297309104593,6645.297309104593,6645.297309104593,319.74180231866126,6645.297309104593
9,6621.786510194833,6621.786510194833,6621.786510194833,6621.786510194833,6621.786510194833,6621.786510194833,6621.786510194833,6621.786510194833,6621.786510194833,331.21681899473725
