Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,2231.8213350038427,6643.897782466529,6643.897782466529,6643.897782466529,6643.897782466529,6643.897782466529,6643.897782466529,6643.897782466529,6643.897782466529,6643.897782466529
1,6671.545318703036,2246.9302691109833,6671.545318703036,6671.545318703036,6671.545318703036,6671.545318703036,6671.545318703036,6671.545318703036,6671.545318703036,6671.545318703036
2,6603.35981004836,6603.35981004836,2222.5730339903776,6603.35981004836,6603.35981004836,6603.35981004836,6603.35981004836,6603.35981004836,6603.35981004836,6603.35981004836
3,6659.612685234101,6659.612685234101,6659.612685234101,2260.009935343291,6659.612685234101,6659.612685234101,6659.612685234101,6659.612685234101,6659.612685234101,6659.612685234101
4,6636.745066924725,6636.745066924725,6636.745066924725,6636.745066924725,2220.4803302468667,6636.745066924725,6636.745066924725,6636.745066924725,6636.745066924725,6636.745066924725
5,6667.816739360237,6667.816739360237,6667.816739360237,6667.816739360237,6667.816739360237,2248.150074267729,6667.816739360237,6667.816739360237,6667.816739360237,6667.816739360237
6,6653.194248710963,6653.194248710963,6653.194248710963,6653.194248710963,6653.194248710963,6653.194248710963,2224.7182088569075,6653.194248710963,6653.194248710963,6653.194248710963
7,6718.530832992927,6718.530832992927,6718.530832992927,6718.530832992927,6718.530832992927,6718.530832992927,6718.530832992927,2253.1236660091467,6718.530832992927,6718.530832992927
8,6707.962457459449,6707.962457459449,6707.962457459449,6707.962457459449,6707.962457459449,6707.962457459449,6707.962457459449,6707.962457459449,2274.2293341767772,6707.962457459449
9,6680.877330406006,6680.877330406006,6680.877330406006,6680.877330406006,6680.877330406006,6680.877330406006,6680.877330406006,6680.877330406006,6680.877330406006,2269.290156162181
