Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,80.53024661636091,6606.806433880204,6606.806433880204,6598.874692601556,6598.874692601556,6598.874692601556,6598.874692601556,6598.874692601556,6598.874692601556,6598.874692601556
1,6660.609793814294,81.71127275932477,6660.609793814294,6654.118915285511,6654.118915285511,6654.118915285511,6654.118915285511,6654.118915285511,6654.118915285511,6654.118915285511
2,6699.9604459113525,6699.9604459113525,79.66803358222231,6693.098004551678,6693.098004551678,6693.098004551678,6693.098004551678,6693.098004551678,6693.098004551678,6693.098004551678
3,6676.2598512348695,6676.2598512348695,6676.2598512348695,84.40163326661906,6668.489756098407,6668.489756098407,6668.489756098407,6668.489756098407,6668.489756098407,6668.489756098407
4,6703.873700902739,6703.873700902739,6703.873700902739,6695.432247858355,76.99837493505372,6695.432247858355,6695.432247858355,6695.432247858355,6695.432247858355,6695.432247858355
5,6631.321797589554,6631.321797589554,6631.321797589554,6623.001562970843,6623.001562970843,83.73886219549635,6623.001562970843,6623.001562970843,6623.001562970843,6623.001562970843
6,6605.216322423263,6605.216322423263,6605.216322423263,6597.828674711451,6597.828674711451,6597.828674711451,81.10542231419475,6597.828674711451,6597.828674711451,6597.828674711451
7,6642.274810015283,6642.274810015283,6642.274810015283,6634.933601351896,6634.933601351896,6634.933601351896,6634.933601351896,77.62298168365928,6634.933601351896,6634.933601351896
8,6640.958126176407,6640.958126176407,6640.958126176407,6632.82792841941,6632.82792841941,6632.82792841941,6632.82792841941,6632.82792841941,81.40430319115815,6632.82792841941
9,6657.196985631804,6657.196985631804,6646.88518379022,6649.2343612907425,6649.2343612907425,6649.2343612907425,6649.2343612907425,6649.2343612907425,6649.2343612907425,79.84112822123215
