Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,1055.2963812550315,6695.483940423835,6695.483940423835,6695.483940423835,6695.483940423835,6698.2379338419705,6698.2379338419705,6698.2379338419705,6698.2379338419705,6698.2379338419705
1,6639.18933270828,1036.618009323831,6639.18933270828,6639.18933270828,6586.382061545507,6641.862449333598,6641.862449333598,6641.862449333598,6641.862449333598,6641.862449333598
2,6665.172617048479,6665.172617048479,1059.5412644873184,6665.172617048479,6668.016466384329,6668.016466384329,6668.016466384329,6668.016466384329,6668.016466384329,6668.016466384329
3,6646.499108715031,6646.499108715031,6646.499108715031,1045.748951848009,6649.2855251751225,6649.2855251751225,6649.2855251751225,6649.2855251751225,6649.2855251751225,6649.2855251751225
4,6700.8091837998245,6700.8091837998245,6700.8091837998245,6700.8091837998245,1047.2254399116155,6703.660744107054,6703.660744107054,6703.660744107054,6703.660744107054,6703.660744107054
5,6664.318773764394,6664.318773764394,6664.318773764394,6664.318773764394,6667.227735715396,1032.0281498860397,6667.227735715396,6667.227735715396,6667.227735715396,6667.227735715396
6,6645.833852636377,6645.833852636377,6645.833852636377,6645.833852636377,6648.543897570827,6648.543897570827,1044.4284314095355,6648.543897570827,6648.543897570827,6648.543897570827
7,6604.767911533219,6604.767911533219,6604.767911533219,6604.767911533219,6607.599995106511,6607.599995106511,6607.599995106511,1061.2616347701628,6607.599995106511,6607.599995106511
8,6642.207005103983,6642.207005103983,6642.207005103983,6642.207005103983,6644.624950913081,6644.624950913081,6644.624950913081,6644.624950913081,1053.0102071627864,6644.624950913081
9,6626.807552384834,6626.807552384834,6626.807552384834,6626.807552384834,6629.659348883462,6629.659348883462,6629.659348883462,6629.659348883462,6629.659348883462,1036.3545689457894
