Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,870.8523490162088,6628.785872622619,6628.785872622619,6628.785872622619,6587.720667816257,6631.605420703442,6631.605420703442,6631.605420703442,6631.605420703442,6631.605420703442
1,6684.192786110205,884.6449234826563,6684.192786110205,6684.192786110205,6687.194067164429,6687.194067164429,6687.194067164429,6687.194067164429,6687.194067164429,6687.194067164429
2,6645.817807512558,6645.817807512558,880.0186559102157,6645.817807512558,6648.488541863269,6648.488541863269,6648.488541863269,6648.488541863269,6648.488541863269,6648.488541863269
3,6687.038180942607,6687.038180942607,6687.038180942607,881.765153828588,6689.776265086026,6689.776265086026,6689.776265086026,6689.776265086026,6689.776265086026,6689.776265086026
4,6604.394110247417,6604.394110247417,6604.394110247417,6604.394110247417,879.5918340205811,6607.169573791763,6607.169573791763,6607.169573791763,6607.169573791763,6607.169573791763
5,6702.664307738959,6702.664307738959,6702.664307738959,6702.664307738959,6705.402850294639,880.6288262546522,6705.402850294639,6705.402850294639,6705.402850294639,6705.402850294639
6,6667.189986678732,6667.189986678732,6667.189986678732,6667.189986678732,6670.177832153058,6670.177832153058,904.055147178743,6670.177832153058,6670.177832153058,6670.177832153058
7,6626.11905500176,6626.11905500176,6626.11905500176,6626.11905500176,6629.0210243523725,6629.0210243523725,6629.0210243523725,879.6526723862078,6629.0210243523725,6629.0210243523725
8,6636.815421834925,6636.815421834925,6636.815421834925,6636.815421834925,6639.7383068469835,6639.7383068469835,6639.7383068469835,6639.7383068469835,885.1696059948097,6639.7383068469835
9,6619.645174631979,6619.645174631979,6619.645174631979,6619.645174631979,6622.5153958623005,6622.5153958623005,6622.5153958623005,6622.5153958623005,6622.5153958623005,875.4159676063141
