Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,2390.442674012211,6630.129672911198,6630.129672911198,6630.129672911198,6630.129672911198,6630.129672911198,6630.129672911198,6630.129672911198,6630.129672911198,6630.129672911198
1,6718.925008623146,2433.198386240252,6718.925008623146,6718.925008623146,6718.925008623146,6718.925008623146,6718.925008623146,6718.925008623146,6718.925008623146,6718.925008623146
2,6619.535757876124,6619.535757876124,2406.2620166731044,6619.535757876124,6619.535757876124,6619.535757876124,6619.535757876124,6619.535757876124,6619.535757876124,6619.535757876124
3,6640.140808620913,6640.140808620913,6640.140808620913,2392.108666496015,6640.140808620913,6640.140808620913,6640.140808620913,6640.140808620913,6640.140808620913,6640.140808620913
4,6685.797897961055,6685.797897961055,6685.797897961055,6685.797897961055,2409.549327015712,6685.797897961055,6685.797897961055,6685.797897961055,6685.797897961055,6685.797897961055
5,6685.585975295482,6685.585975295482,6685.585975295482,6685.585975295482,6685.585975295482,2422.1565567715784,6685.585975295482,6685.585975295482,6685.585975295482,6685.585975295482
6,6697.467903523173,6697.467903523173,6697.467903523173,6697.467903523173,6697.467903523173,6697.467903523173,2430.715185917817,6697.467903523173,6697.467903523173,6697.467903523173
7,6604.909180871513,6604.909180871513,6604.909180871513,6604.909180871513,6604.909180871513,6604.909180871513,6604.909180871513,2373.97521445953,6604.909180871513,6604.909180871513
8,6637.083255407019,6637.083255407019,6637.083255407019,6637.083255407019,6637.083255407019,6637.083255407019,6637.083255407019,6637.083255407019,2414.602079908435,6637.083255407019
9,6697.551874628975,6697.551874628975,6697.551874628975,6697.551874628975,6697.551874628975,6697.551874628975,6697.551874628975,6697.551874628975,6697.551874628975,2425.58183057391
