Subset_ID,Sv0,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9
0,1796.3624032445387,6747.689668149617,6747.689668149617,6747.689668149617,6747.689668149617,6747.689668149617,6747.689668149617,6747.689668149617,6747.689668149617,6747.689668149617
1,6668.957196532632,1782.6142512691233,6668.957196532632,6668.957196532632,6668.957196532632,6668.957196532632,6668.957196532632,6668.957196532632,6668.957196532632,6668.957196532632
2,6557.613893268451,6557.613893268451,1745.5521284841225,6557.613893268451,6557.613893268451,6557.613893268451,6557.613893268451,6557.613893268451,6557.613893268451,6557.613893268451
3,6632.679339580698,6632.679339580698,6632.679339580698,1740.005257401809,6632.679339580698,6632.679339580698,6632.679339580698,6632.679339580698,6632.679339580698,6632.679339580698
4,6670.04035331326,6670.04035331326,6670.04035331326,6670.04035331326,1743.134132700965,6670.04035331326,6670.04035331326,6670.04035331326,6670.04035331326,6670.04035331326
5,6667.473198884925,6667.473198884925,6667.473198884925,6667.473198884925,6667.473198884925,1741.126050633709,6667.473198884925,6667.473198884925,6667.473198884925,6667.473198884925
6,6606.865544325306,6606.865544325306,6606.865544325306,6606.865544325306,6606.865544325306,6606.865544325306,1727.497129101605,6606.865544325306,6606.865544325306,6606.865544325306
7,6687.038945179187,6687.038945179187,6687.038945179187,6687.038945179187,6687.038945179187,6687.038945179187,6687.038945179187,1772.4570523274213,6687.038945179187,6687.038945179187
8,6686.74644286148,6686.74644286148,6686.74644286148,6686.74644286148,6686.74644286148,6686.74644286148,6686.74644286148,6686.74644286148,1782.9980979774698,6686.74644286148
9,6641.423565572387,6641.423565572387,6641.423565572387,6641.423565572387,6641.423565572387,6641.423565572387,6641.423565572387,6641.423565572387,6641.423565572387,1754.9316670601615
